,noticeID,wetland_type,impact_duration,impact_quantity,impact_unit,impact_type,impact_type_clean
510,Notice_NO_2421,forested wetland,permanent,5.25,acres,loss,LOSS
511,Notice_NO_2421,non-wetland,permanent,2.09,acres,loss,LOSS
512,Notice_NO_2421,non-wetland water,temporary,3.76,acres,impact,LOSS
513,Notice_NO_2420,water bottom,unknown,0.03,acres,loss,LOSS
514,Notice_NO_2419,reef,unknown,,unknown,create,UNCATEGORIZED
515,Notice_NO_2418,jurisdictional wetland,unknown,6.93,acres,loss,LOSS
516,Notice_NO_2416,bottomland hardwood,unknown,20.0,cubic yards,redistribution of in-situ earthen fill,LOSS
517,Notice_NO_1332,unnamed canal,unknown,,unknown,construction,UNCATEGORIZED
518,Notice_NO_2422,saline marsh,permanent,0.12,acres,loss,LOSS
519,Notice_NO_2422,saline marsh,temporary,0.29,acres,loss,LOSS
520,Notice_NO_2422,waterbottom,temporary,0.35,acres,loss,LOSS
521,Notice_NO_5961,unknown,unknown,2.6,acres,dredge,UNCATEGORIZED
522,Notice_NO_5962,upland cut agricultural ditche,unknown,1.67,acres,construction of infrastructure and stormwater management system,UNCATEGORIZED
523,Notice_NO_5958,channel and boat basin,unknown,274863.0,square feet,dredging,UNCATEGORIZED
524,Notice_NO_5958,basin,unknown,1273.0,feet,seawall,UNCATEGORIZED
525,Notice_NO_5958,basin,unknown,595.0,feet,breakwater,UNCATEGORIZED
526,Notice_NO_5957,jurisdictional ditche,unknown,0.87,acres,construction of road improvements,UNCATEGORIZED
527,Notice_NO_5957,altered wetland,unknown,3.0,acres,construction of stormwater treatment facility,UNCATEGORIZED
528,Notice_NO_5957,"fire-suppressed, altered wet prairie and shrub bog",unknown,16.8,acres,restoration,UNCATEGORIZED
529,Notice_NO_5956,unknown,unknown,1302.0,square feet,new wooden L-shaped pier,UNCATEGORIZED
530,Notice_NO_5956,unknown,unknown,942.0,square feet,new wooden T-shaped pier,UNCATEGORIZED
531,Notice_NO_5956,unknown,unknown,915.0,square feet,marginal boardwalk,UNCATEGORIZED
532,Notice_NO_5955,disturbed wetland,unknown,0.29,acres,fill,LOSS
533,Notice_NO_5954,commercial marina,unknown,21.0,other,expansion,UNCATEGORIZED
534,Notice_NO_5954,timber pier,unknown,906.0,square feet,removal,UNCATEGORIZED
535,Notice_NO_5954,l-shaped timber pier,unknown,1382.0,square feet,construction,UNCATEGORIZED
536,Notice_NO_5954,deck,unknown,580.0,square feet,construction,UNCATEGORIZED
537,Notice_NO_5954,timber pile,unknown,80.0,other,construction,UNCATEGORIZED
538,Notice_NO_5953,existingmarina,unknown,1032.0,square feet,removing,UNCATEGORIZED
539,Notice_NO_5953,new wet slip,unknown,12.0,other,creating,UNCATEGORIZED
540,Notice_NO_5953,in-water work,unknown,195.0,square feet,installation of pilings,UNCATEGORIZED
541,Notice_NO_5953,in-water work,unknown,920.0,square feet,new breakwater,UNCATEGORIZED
542,Notice_NO_5960,marginal dock,unknown,1677.0,square feet,remove,UNCATEGORIZED
543,Notice_NO_5960,seawall,unknown,400.0,feet,repair and replace,UNCATEGORIZED
544,Notice_NO_5960,wood marginal dock,unknown,2000.0,square feet,install,UNCATEGORIZED
545,Notice_NO_5960,wood finger pier,unknown,920.0,square feet,install,UNCATEGORIZED
546,Notice_NO_5960,wood dock pile,unknown,58.0,other,install,UNCATEGORIZED
547,Notice_NO_5960,wood mooring pile,unknown,24.0,other,install,UNCATEGORIZED
548,Notice_NO_5959,waters of the united state,unknown,1.3,acres,fill,LOSS
549,Notice_NO_1331,marsh and tidal creek habitat,unknown,40.0,acres,restore,BENEFIT
550,Notice_NO_1331,existing habitat,unknown,20.0,acres,enhancement,UNCATEGORIZED
551,Notice_NO_5951,waters of the united state,unknown,17.31,acres,fill,LOSS
552,Notice_NO_5952,unknown,unknown,363.0,feet,wooden bulkhead,UNCATEGORIZED
553,Notice_NO_5952,unknown,unknown,8208.0,square feet,observation piers,UNCATEGORIZED
554,Notice_NO_5952,unknown,unknown,20764.0,square feet,multi-family docks,UNCATEGORIZED
555,Notice_NO_5949,waters of the u.s. (wetlands),unknown,1.7,acres,residential development with associated roadway and stormwater infrastructure,UNCATEGORIZED
556,Notice_NO_5950,wetland,unknown,3.24,acres,fill,LOSS
557,Notice_NO_2415,jurisdictional forested wetland,permanent,230.6,acres,loss,LOSS
558,Notice_NO_2415,other waters of the u,permanent,15.5,acres,loss,LOSS
559,Notice_NO_5947,marina,5 years,49.0,other,extension,UNCATEGORIZED
560,Notice_NO_5948,forested freshwater wetland,permanent,2.697,acres,loss,LOSS
561,Notice_NO_5948,forested freshwater wetland,temporary,0.2,acres,loss,LOSS
562,Notice_NO_2412,unnamed tributary,permanent,6.0,other,excavated and crushed concrete placed at natural grade,UNCATEGORIZED
563,Notice_NO_2412,unnamed tributary,unknown,,other,cleared,UNCATEGORIZED
564,Notice_NO_2412,unnamed tributary,unknown,,other,tributary,UNCATEGORIZED
565,Notice_NO_2412,lateral,unknown,,other,prevent future erosion,UNCATEGORIZED
566,Notice_NO_2412,forested jurisdictional wetland,unknown,,other,maintenance corridor,UNCATEGORIZED
567,Notice_NO_2412,jurisdictional water,unknown,0.4,other,ditch cleanout and re-shaping,UNCATEGORIZED
568,Notice_NO_2411,jurisdictional wetland,unknown,0.69,acres,direct loss,LOSS
569,Notice_NO_2411,jurisdictional waters of the u,unknown,0.065,acres,direct loss,LOSS
570,Notice_NO_2410,bottomland hardwood wetland,permanent,3.74,acres,loss,LOSS
571,Notice_NO_2410,bottomland hardwood wetland,unknown,10.21,acres,conversion to herbaceous wetlands,UNCATEGORIZED
572,Notice_NO_2409,bottomland hardwood wetland,permanent,1.94,acres,loss,LOSS
573,Notice_NO_2409,bottomland hardwood wetland,unknown,0.46,acres,conversion to herbaceous wetlands,UNCATEGORIZED
574,Notice_NO_2413,wetland,unknown,0.14,acres,maintenance corridor,UNCATEGORIZED
575,Notice_NO_2413,water,unknown,0.856,acres,ditch cleanout and re-shaping,UNCATEGORIZED
576,Notice_NO_2414,forested wetland,unknown,0.53,acres,cleared and filled without DA authorization,LOSS
577,Notice_NO_2414,jurisdictional wetland,unknown,0.16,acres,clear,LOSS
578,Notice_NO_2414,jurisdictional wetland,unknown,0.69,acres,total combined impacts,LOSS
579,Notice_NO_5946,wetland,unknown,1.55,acres,"clear, grade, excavate and fill",LOSS
580,Notice_NO_5946,other waters of the u,unknown,0.24,acres,"clear, grade, excavate and fill",LOSS
581,Notice_NO_437,dune swale wetland,permanent,0.03,acres,discharge of dredged or fill material,LOSS
582,Notice_NO_5945,unknown,unknown,320.0,cubic yards,excavated material,UNCATEGORIZED
583,Notice_NO_5943,freshwater wetland,unknown,0.51,acres,fill,LOSS
584,Notice_NO_5943,waters of the united state,unknown,1.81,acres,excavate,LOSS
585,Notice_NO_5943,north stormwater treatment area parcel 3&4,unknown,0.44,acres,wetland fill,UNCATEGORIZED
586,Notice_NO_5943,"south stormwater treatment area, parcel 12",unknown,,acres,wetland fill,UNCATEGORIZED
587,Notice_NO_5943,wetland,unknown,,acres,excavation,LOSS
588,Notice_NO_5942,waters of the united state,unknown,28.2,acres,fill,LOSS
589,Notice_NO_5942,wetland,unknown,25.5,acres,fill,LOSS
590,Notice_NO_5942,surface water,unknown,2.7,acres,fill,LOSS
591,Notice_NO_436,tidal wetland,unknown,,feet,discharge,LOSS
592,Notice_NO_436,wetland,temporary,0.07,acres,fill,LOSS
593,Notice_NO_436,temporary matting and spoil placement area,temporary,1.6,acres,temporary impacts,UNCATEGORIZED
594,Notice_NO_436,launch pad,permanent,0.18,acres,permanent impacts,UNCATEGORIZED
595,Notice_NO_436,open water area,temporary,0.13,acres,dredging,LOSS
596,Notice_NO_5944,lake-fringe wetland,unknown,26.02,acres,creation,BENEFIT
597,Notice_NO_5944,wetland,unknown,7.37,acres,enhancement,BENEFIT
598,Notice_NO_5944,upland pine plantation,unknown,103.39,acres,enhancement,UNCATEGORIZED
599,Notice_NO_5944,wetland habitat,unknown,131.45,acres,preservation,BENEFIT
600,Notice_NO_5944,open water,unknown,40.01,acres,preservation,BENEFIT
601,Notice_NO_5944,upland buffer habitat,unknown,210.87,acres,preservation,UNCATEGORIZED
602,Notice_NO_435,gulf intracoastal waterway,unknown,350.0,feet,pipeline removal,UNCATEGORIZED
603,Notice_NO_5941,wetland,permanent,991.0,acres,restoration,BENEFIT
604,Notice_NO_5941,upland buffer,permanent,1016.0,acres,restoration,UNCATEGORIZED
605,Notice_NO_2408,waterbottom,unknown,921.0,acres,loss,LOSS
606,Notice_NO_2408,wetland,unknown,91.0,acres,loss,LOSS
607,Notice_NO_2405,emergent wetland,temporary,2.36,acres,loss,LOSS
608,Notice_NO_2405,scrub-shrub wetland,temporary,0.05,acres,loss,LOSS
609,Notice_NO_2405,non-wetland water,temporary,0.06,acres,loss,LOSS
610,Notice_NO_2405,emergent wetland,permanent,0.35,acres,loss,LOSS
611,Notice_NO_2405,non-wetland water,permanent,0.41,acres,loss,LOSS
612,Notice_NO_3663,forested wetland,unknown,11.21,acres,loss,LOSS
613,Notice_NO_3663,bottomland hardwood,unknown,1.73,acres,fill,LOSS
614,Notice_NO_3663,bottomland hardwood,unknown,3.9,acres,remain undisturbed,UNCATEGORIZED
615,Notice_NO_3663,wet pine savannah,unknown,3.85,acres,fill,UNCATEGORIZED
616,Notice_NO_3662,wetland,unknown,2.97,acres,fill,LOSS
617,Notice_NO_3662,forested wetland,permanent,0.76,acres,conversion,UNCATEGORIZED
618,Notice_NO_3662,forested wetland,permanent,10.13,acres,conversion,UNCATEGORIZED
619,Notice_NO_2406,jurisdictional wetland,unknown,0.49,acres,direct loss,LOSS
620,Notice_NO_2407,jurisdictional wetland,unknown,2.5,acres,loss,LOSS
621,Notice_NO_2407,other water,unknown,1.3,acres,loss,LOSS
622,Notice_NO_5939,unknown,unknown,1.26,acres,fill,UNCATEGORIZED
623,Notice_NO_5934,forested wetland,unknown,0.18,acres,construction of a single-family residence,UNCATEGORIZED
624,Notice_NO_5938,forested wetland,unknown,0.14,acres,construction of a single-family residence,UNCATEGORIZED
625,Notice_NO_5933,onsite wetland,unknown,20.92,acres,discharge of fill material,LOSS
626,Notice_NO_5933,surface water management lake,unknown,6.26,acres,construction,UNCATEGORIZED
627,Notice_NO_5932,wetland,unknown,0.25,acres,fill,LOSS
628,Notice_NO_5932,wetland,permanent,0.22,acres,fill,LOSS
629,Notice_NO_5932,wetland,temporary,0.03,acres,fill,LOSS
630,Notice_NO_5937,forested wetland,unknown,0.17,acres,construction of a single-family residence,UNCATEGORIZED
631,Notice_NO_1330,jurisdictional wetland,unknown,30.8,acres,"construction of streets, utility lines, homelot development, and two lakes",UNCATEGORIZED
632,Notice_NO_5931,wetland,unknown,5.94,acres,fill,LOSS
633,Notice_NO_5931,surface water s (ditches),unknown,5.31,acres,fill,LOSS
634,Notice_NO_5935,forested wetland,unknown,0.18,acres,construction of a single-family residence,UNCATEGORIZED
635,Notice_NO_5936,forested wetland,unknown,0.2,acres,construction of a single-family residence,UNCATEGORIZED
636,Notice_NO_5929,waters of the united states (wetlands and other waters),unknown,74.53,acres,dredge and fill,LOSS
637,Notice_NO_5928,waters of the united state,unknown,47.7,acres,dredge and fill,LOSS
638,Notice_NO_5928,wetland,unknown,46.47,acres,dredge and fill,LOSS
639,Notice_NO_5928,other water,unknown,0.93,acres,dredge and fill,LOSS
640,Notice_NO_5930,waters of the united state,unknown,15.12,acres,residential development,UNCATEGORIZED
641,Notice_NO_5927,herbaceous wetland,unknown,0.08,acres,fill,LOSS
642,Notice_NO_5924,peace river,unknown,3.8,acres,dredge,UNCATEGORIZED
643,Notice_NO_5925,agricultural ditche,unknown,18.52,acres,loss,UNCATEGORIZED
644,Notice_NO_5925,cattle pond,unknown,0.62,acres,loss,UNCATEGORIZED
645,Notice_NO_5923,man-made upland-cut ditche,temporary,0.59,acres,loss,UNCATEGORIZED
646,Notice_NO_5923,freshwater herbaceous wetland,temporary,1.01,acres,loss,LOSS
647,Notice_NO_5923,wetland,permanent,0.34,acres,conversion from forested to herbaceous,UNCATEGORIZED
648,Notice_NO_5926,shoreline,unknown,1050.0,feet,removing existing concrete debris,UNCATEGORIZED
649,Notice_NO_5926,shoreline,unknown,550.0,cubic yards,riprap placed above MHWL,UNCATEGORIZED
650,Notice_NO_5926,shoreline,unknown,15680.0,square feet,riprap placed above MHWL,UNCATEGORIZED
651,Notice_NO_5926,shoreline,unknown,190.0,cubic yards,riprap placed below MHWL,UNCATEGORIZED
652,Notice_NO_5926,shoreline,unknown,3470.0,square feet,riprap placed below MHWL,UNCATEGORIZED
653,Notice_NO_2404,forested wetland,permanent,4.15,acres,loss,LOSS
654,Notice_NO_2404,herbaceous wetland,permanent,8.11,acres,loss,LOSS
655,Notice_NO_2404,non-wetland water,permanent,6445.0,feet,loss,LOSS
656,Notice_NO_2403,waterbottom,unknown,190300.0,cubic yards,dredging,LOSS
657,Notice_NO_2403,jurisdictional waterbottom,unknown,9.6,acres,loss,LOSS
658,Notice_NO_5922,waters of the united state,unknown,10.51,acres,fill,LOSS
659,Notice_NO_5921,marina,unknown,4526.0,square feet,construction,UNCATEGORIZED
660,Notice_NO_5921,retaining wall,unknown,269.0,feet,installation,UNCATEGORIZED
661,Notice_NO_5919,forested wetland,unknown,0.18,acres,construction of a single-family residence,UNCATEGORIZED
662,Notice_NO_1329,intermittent stream,unknown,1651.0,feet,filling,LOSS
663,Notice_NO_1329,perennial stream,unknown,538.0,feet,filling,LOSS
664,Notice_NO_1329,intermittent stream,unknown,1816.0,feet,filling,LOSS
665,Notice_NO_1329,forested wetland,unknown,0.028,acres,filling,LOSS
666,Notice_NO_1329,open water (pond),unknown,1.2,acres,filling,LOSS
667,Notice_NO_1329,perennial stream,unknown,1033.0,feet,filling,LOSS
668,Notice_NO_1329,intermittent stream,unknown,1701.0,feet,filling,LOSS
669,Notice_NO_1329,ephemeral stream,unknown,277.0,feet,filling,LOSS
670,Notice_NO_1329,forested wetland,unknown,0.83,acres,filling,LOSS
671,Notice_NO_1329,open water (pond),unknown,1.64,acres,filling,LOSS
672,Notice_NO_5918,waters of the united state,unknown,1.97,acres,fill,LOSS
673,Notice_NO_5920,upland,unknown,,unknown,construction,UNCATEGORIZED
674,Notice_NO_5915,hurricane pass dredge area,unknown,34.0,acres,hydraulic dredging,UNCATEGORIZED
675,Notice_NO_5915,beach renourishment area,unknown,17.3,acres,discharge,UNCATEGORIZED
676,Notice_NO_5915,spit,unknown,5.5,acres,dredge,UNCATEGORIZED
677,Notice_NO_5915,honeymoon beach,unknown,7.33,acres,discharge,UNCATEGORIZED
678,Notice_NO_5916,freshwater wetland,unknown,0.95,acres,discharge,LOSS
679,Notice_NO_5916,"upland, wetland, and surface water",unknown,0.39,acres,excavated,LOSS
680,Notice_NO_5916,existing manmade canals/surface water,unknown,0.39,acres,excavated,LOSS
681,Notice_NO_5917,waters of the united state,unknown,76.07,acres,fill,LOSS
682,Notice_NO_2399,waterbottomsand emergent wetland,temporary,0.8,acres,propwashing operations,UNCATEGORIZED
683,Notice_NO_2399,emergent wetland,permanent,1.74,acres,excavation operations,LOSS
684,Notice_NO_2399,emergent wetland,permanent,5.58,acres,spoil placement,UNCATEGORIZED
685,Notice_NO_2399,emergent wetland,permanent,7.32,acres,overall,UNCATEGORIZED
686,Notice_NO_5914,groin,unknown,300.0,feet,repair and replace,UNCATEGORIZED
687,Notice_NO_5914,sand seabed,temporary,900.0,cubic yards,excavated,UNCATEGORIZED
688,Notice_NO_5913,jurisdictional wetland,unknown,5365.0,square feet,fill,LOSS
689,Notice_NO_5913,fill,unknown,330.0,cubic yards,fill,UNCATEGORIZED
690,Notice_NO_5913,limerock boulder,unknown,110.0,feet,install,UNCATEGORIZED
691,Notice_NO_5913,fill,unknown,40.0,feet,install,UNCATEGORIZED
692,Notice_NO_5913,concrete marginal dock,unknown,10.0,other,install,UNCATEGORIZED
693,Notice_NO_5913,limerock riprap boulder,unknown,160.0,square feet,place,UNCATEGORIZED
694,Notice_NO_5913,dredging,unknown,360.0,square feet,conduct,UNCATEGORIZED
695,Notice_NO_5913,adjacent wetland,unknown,,unknown,isolate,UNCATEGORIZED
696,Notice_NO_2400,water bottom,unknown,23.4,acres,loss,LOSS
697,Notice_NO_2401,jurisdictional waterbottom,unknown,0.3,acres,loss,LOSS
698,Notice_NO_1328,wetland,unknown,3.15,acres,filling,LOSS
699,Notice_NO_2402,jurisdictional forested wetland,permanent,7.61,acres,loss,LOSS
700,Notice_NO_434,forested wetland,unknown,584.7,acres,re-establish,UNCATEGORIZED
701,Notice_NO_434,herbaceous scrub -shrub wetland,unknown,30.0,acres,re-establish,UNCATEGORIZED
702,Notice_NO_434,riparian wetland,unknown,133.8,acres,re-establish,UNCATEGORIZED
703,Notice_NO_434,stream,unknown,13103.0,feet,restoration,BENEFIT
704,Notice_NO_5911,unknown,unknown,148.0,square feet,non-motorized recreational dock,UNCATEGORIZED
705,Notice_NO_5911,unknown,unknown,112.0,square feet,floating dock,UNCATEGORIZED
706,Notice_NO_5911,unknown,unknown,24.0,square feet,loading and unloading structure,UNCATEGORIZED
707,Notice_NO_5911,unknown,unknown,140.0,square feet,floating dock,UNCATEGORIZED
708,Notice_NO_5910,port of the islands marina,unknown,116.0,other,increase in liveaboard slips,UNCATEGORIZED
709,Notice_NO_5909,freshwater wetland,unknown,0.94,acres,fill,LOSS
710,Notice_NO_5908,upland mole,unknown,0.95,acres,removal,UNCATEGORIZED
711,Notice_NO_5908,former imperial marina basin,unknown,6.9,acres,maintenance dredge,UNCATEGORIZED
712,Notice_NO_5907,mangrove vegetated wetland,unknown,0.1,acres,excavation,LOSS
713,Notice_NO_5906,forested wetland,unknown,0.44,acres,fill,LOSS
714,Notice_NO_5906,emergent wetland,unknown,0.03,acres,fill,LOSS
715,Notice_NO_1327,wetland,unknown,1.42,acres,filling,LOSS
716,Notice_NO_433,palustrine emergent wetland,permanent,1.1,acres,fill,LOSS
717,Notice_NO_433,estuarine emergent/tidal flat wetland,permanent,0.1,acres,fill,LOSS
718,Notice_NO_433,estuarine emergent/scrub-shrub (mangrove) wetland,permanent,0.6,acres,fill,LOSS
719,Notice_NO_433,estuarine open water,permanent,0.03,acres,fill,LOSS
720,Notice_NO_433,man-made ditch,permanent,0.28,acres,fill,UNCATEGORIZED
721,Notice_NO_1325,mississippi reef zone 1,unknown,,unknown,unknown,UNCATEGORIZED
722,Notice_NO_1326,mississippi reef zone 2,unknown,,unknown,unknown,UNCATEGORIZED
723,Notice_NO_2397,jurisdictional wetland,permanent,1.22,acres,loss,LOSS
724,Notice_NO_2397,other water,permanent,0.34,acres,loss,LOSS
725,Notice_NO_2398,bayou grand caillou and adjacent herbaceous wetland,unknown,253.0,cubic yards,filling,LOSS
726,Notice_NO_5905,marine railway,unknown,,unknown,removal,UNCATEGORIZED
727,Notice_NO_5905,metal sheet pile seawall,unknown,115.5,feet,reduction,UNCATEGORIZED
728,Notice_NO_5905,metal sheet pile coffer dam,unknown,113.3,feet,installation,UNCATEGORIZED
729,Notice_NO_5905,fill,unknown,96800.0,square feet,increase,UNCATEGORIZED
730,Notice_NO_5905,upland return wall,unknown,8.35,feet,installation,UNCATEGORIZED
731,Notice_NO_5905,cleats and timber fender board,unknown,22.0,unknown,installation,UNCATEGORIZED
732,Notice_NO_5905,metal fender pile,unknown,44.0,other,installation,UNCATEGORIZED
733,Notice_NO_5905,steel protective dolphin pile,unknown,2.0,other,installation,UNCATEGORIZED
734,Notice_NO_5905,steel mooring pile,unknown,2.0,other,installation,UNCATEGORIZED
735,Notice_NO_5904,fanny bass pond,unknown,0.84,acres,fill,UNCATEGORIZED
736,Notice_NO_432,oil pipeline,unknown,5.2,miles,decommission,UNCATEGORIZED
737,Notice_NO_5901,waters of the u.s.,unknown,15951.0,square feet,marina construction,UNCATEGORIZED
738,Notice_NO_5903,tidal saltmarsh community,unknown,2548.0,square feet,loss,UNCATEGORIZED
739,Notice_NO_5903,shallow open water,unknown,698.0,square feet,loss,LOSS
740,Notice_NO_5903,emergent marsh,unknown,865.0,square feet,loss,LOSS
741,Notice_NO_5903,open water,unknown,304.0,square feet,loss,LOSS
742,Notice_NO_5903,emergent marsh,unknown,819.0,square feet,loss,LOSS
743,Notice_NO_5903,shallow open water,unknown,82.0,square feet,loss,LOSS
744,Notice_NO_5903,marsh vegetation,unknown,132.0,square feet,shade,UNCATEGORIZED
745,Notice_NO_431,estuarine high marsh,permanent,0.08,acres,fill,LOSS
746,Notice_NO_431,sea grasses and emergent wetland,permanent,0.006,acres,shading,UNCATEGORIZED
747,Notice_NO_430,unknown,unknown,12.0,other,decommission,UNCATEGORIZED
748,Notice_NO_5902,watson bayou,unknown,7.75,acres,dredge,UNCATEGORIZED
749,Notice_NO_5902,upland cut area,unknown,0.628,acres,dredge,UNCATEGORIZED
750,Notice_NO_5902,submerged aquatic vegetation,unknown,4385.5,square feet,loss,UNCATEGORIZED
